11,"IT'S WELL KNOWN THAT THERE'S BULLFIGHTING, NIGHTLIFE, MUSEUMS AND CULTURE IN MADRID, SPAIN, AT THE GEOGRAPHICAL CENTER OF THE IBERIAN PENINSULA, BUT SOME PEOPLE ALSO THINK IT'S THE BEST BIRD WATCHING CAPITAL IN EUROPE","FB'W ALOO XHSAH BJCB BJLZL'W EDOOVFKJBFHK, HFKJBOFVL, PDWLDPW CHY QDOBDZL FH PCYZFY, WICFH, CB BJL KLSKZCIJFQCO QLHBLZ SV BJL FELZFCH ILHFHWDOC, EDB WSPL ILSIOL COWS BJFHX FB'W BJL ELWB EFZY ACBQJFHK QCIFBCO FH LDZSIL",A is W.,Country Capital Cryptos
12,"IN NEW DELHI, THE CAPITAL OF INDIA, THEY'VE GOT ARCHITECTURE THAT REFLECTS THE ERAS OF MUSLIM HISTORY, BRITISH RULE, AND THEIR CURRENT INDEPENDENCE, ALL OF WHICH ARE SYMBOLIZED BY THE LOTUS FLOWER PETALS OF THE MARBLE BUILDING IN THAT SHAPE RECENTLY CONSTRUCTED THERE, AND FOR FUN, THEY HAVE A ZOO","PY YHD QHARP, LRH FXCPLXA NG PYQPX, LRHB'WH ENL XIFRPLHFLSIH LRXL IHGAHFLZ LRH HIXZ NG KSZAPK RPZLNIB, OIPLPZR ISAH, XYQ LRHPI FSIIHYL PYQHCHYQHYFH, XAA NG DRPFR XIH ZBKONAPJHQ OB LRH ANLSZ GANDHI CHLXAZ NG LRH KXIOAH OSPAQPYE PY LRXL ZRXCH IHFHYLAB FNYZLISFLHQ LRHIH, XYQ GNI GSY, LRHB RXWH X JNN",E is G.,Country Capital Cryptos
13,"THERE'VE BEEN OTHER CITIES THROUGH THE YEARS (LIKE MEMPHIS, HELIOPOLIS, AND ALEXANDRIA) THAT WERE THE CAPITAL OF EGYPT, BUT NOW IT'S CAIRO, FOUND IN THE NORTH ON THE BANK OF THE NILE RIVER, NEAR THE PYRAMIDS AND THE SPHINX","LZRBR'HR KRRC SLZRB TMLMRQ LZBSXPZ LZR AROBQ (IMUR EREFZMQ, ZRIMSFSIMQ, OCJ OIRWOCJBMO) LZOL GRBR LZR TOFMLOI SV RPAFL, KXL CSG ML'Q TOMBS, VSXCJ MC LZR CSBLZ SC LZR KOCU SV LZR CMIR BMHRB, CROB LZR FABOEMJQ OCJ LZR QFZMCW",U is K.,Country Capital Cryptos
14,"I KNOW A WOMAN FROM HOLLAND (THE NETHERLANDS) WHO EMBODIES EVERY CHARACTERISTIC GIVEN TO THE COUNTRY'S CAPITAL CITY OF AMSTERDAM: FREE-SPIRITED, LIBERAL, TOLERANT AND, LIKE THE TULIPS THAT BLOOM THERE IN SPRING, BEAUTIFUL","R WCXQ L QXKLC ZEXK UXJJLCS (BUD CDBUDEJLCSV) QUX DKHXSRDV DMDEG YULELYBDERVBRY IRMDC BX BUD YXPCBEG'V YLNRBLJ YRBG XZ LKVBDESLK: ZEDD-VNRERBDS, JRHDELJ, BXJDELCB LCS, JRWD BUD BPJRNV BULB HJXXK BUDED RC VNERCI, HDLPBRZPJ",W is K.,Country Capital Cryptos
15,"COCOA CULTIVATION FIRST STIMULATED THE DEVELOPMENT OF CARACAS, SITUATED IN A LONG NARROW VALLEY THAT IS SEPARATED FROM THE CARIBBEAN BY A STEEP MOUNTAIN RANGE, AND THIS CAPITAL CITY OF VENEZUELA WAS MODERNIZED IN THE MID-TWENTIETH CENTURY WITH MONEY MADE FROM THE COUNTRY'S RICH OIL FIELDS","SGSGZ SXRNECZNEGJ PEYLN LNEAXRZNTO NKT OTCTRGWATJN GP SZYZSZL, LENXZNTO EJ Z RGJB JZYYGV CZRRTH NKZN EL LTWZYZNTO PYGA NKT SZYEQQTZJ QH Z LNTTW AGXJNZEJ YZJBT, ZJO NKEL SZWENZR SENH GP CTJTDXTRZ VZL AGOTYJEDTO EJ NKT AEO-NVTJNETNK STJNXYH VENK AGJTH AZOT PYGA NKT SGXJNYH'L YESK GER PETROL",V is W.,Country Capital Cryptos
16,"A LAND OF SAND ON THE ARABIAN PENINSULA, QATAR HAS A CAPITAL CITY, DOHA, WHERE THERE'S A MOSQUE TO SEE AND A FINE MUSEUM TO VIEW THAT HAS DISPLAYS ABOUT PEARL DIVING AND ANCIENT MUSICAL INSTRUMENTS, BUT EVEN STILL (NOT EVERYBODY AGREES) IT'S BEEN CALLED THE MOST BORING PLACE ON EARTH","N HNFY AQ CNFY AF OWJ NKNXRNF EJFRFCIHN, ZNONK WNC N LNERONH LROS, YAWN, MWJKJ OWJKJ'C N DACZIJ OA CJJ NFY N QRFJ DICJID OA PRJM OWNO WNC YRCEHNSC NXAIO EJNKH YRPRFV NFY NFLRJFO DICRLNH RFCOKIDJFOC, XIO JPJF CORHH (FAO JPJKSXAYS NVKJJC) RO'C XJJF LNHHJY OWJ DACO XAKRFV EHNLJ AF JNKOW",Z is Q.,Country Capital Cryptos
17,"I WONDER IF CORNED BEEF AND CABBAGE ARE PART OF THE REASON WHY, AS THE RESULT OF A RECENT SURVEY, DUBLIN (WHICH HAS BEEN THE CAPITAL OF IRELAND SINCE MEDIEVAL TIMES) WAS DESIGNATED THE BEST CAPITAL CITY IN EUROPE IN WHICH TO LIVE","U RAJIKB UO QABJKI VKKO TJI QTVVTSK TBK XTBL AO LDK BKTYAJ RDM, TY LDK BKYGZL AO T BKQKJL YGBNKM, IGVZUJ (RDUQD DTY VKKJ LDK QTXULTZ AO UBKZTJI YUJQK CKIUKNTZ LUCKY) RTY IKYUSJTLKI LDK VKYL QTXULTZ QULM UJ KGBAXK UJ RDUQD LA ZUNK",G is U.,Country Capital Cryptos
18,"ON THE WEST COAST OF SRI LANKA, COLOMBO IS THE COMMERCIAL CAPITAL, LOCATED ON ONE OF THE LARGEST MAN-MADE HARBORS IN THE WORLD, A PORT THAT HAS TRAFFICKED THE TRADE OF SUCH THINGS AS CINNAMON AND GOLD FOR CENTURIES","PX KJQ SQLK ZPDLK PN LIH CDXUD, ZPCPTYP HL KJQ ZPTTQIZHDC ZDGHKDC, CPZDKQE PX PXQ PN KJQ CDIRQLK TDX-TDEQ JDIYPIL HX KJQ SPICE, D GPIK KJDK JDL KIDNNHZUQE KJQ KIDEQ PN LBZJ KJHXRL DL ZHXXDTPX DXE RPCE NPI ZQXKBIHQL",Y is B.,Country Capital Cryptos
19,"A CITY FAMOUS FOR ANGORA GOATS AND WHITE RABBITS THAT ARE USED TO MAKE PRIZED WOOLS, ANKARA, THE CAPITAL OF TURKEY, HAS ARTIFACTS THAT SHOW THERE WERE PEOPLE IN THE AREA AS EARLY AS THE BRONZE AGE","Q TKUI DQSRCY DRB QGVRBQ VRQUY QGH NAKUL BQJJKUY UAQU QBL CYLH UR SQPL XBKELH NRRZY, QGPQBQ, UAL TQXKUQZ RD UCBPLI, AQY QBUKDQTUY UAQU YARN UALBL NLBL XLRXZL KG UAL QBLQ QY LQBZI QY UAL JBRGEL QVL",S is M.,Country Capital Cryptos
20,"ONCE HOME TO PIRATES ON THE MEDITERRANEAN SEA (BARBARY COAST), ALGIERS, CAPITAL OF ALGERIA, AT PRESENT CARRIES THE NAME ""WHITE CITY"" BECAUSE OF ITS MANY WHITEWASHED BUILDINGS","YLRD SYQD WY HEBOWDX YL WSD QDJEWDBBOLDOL XDO (IOBIOBK RYOXW), OCZEDBX, ROHEWOC YG OCZDBEO, OW HBDXDLW ROBBEDX WSD LOQD ""FSEWD REWK"" IDRONXD YG EWX QOLK FSEWDFOXSDJ INECJELZX",N is U.,Country Capital Cryptos
21,"SITUATED BY THE POTOMAC RIVER, WASHINGTON, DC, THE CAPITAL OF THE UNITED STATES HAS MANY MUSEUMS, MONUMENTS AND POINTS OF INTEREST, INCLUDING THE VERY FULL SMITHSONIAN, WHICH HAS BEEN CALLED THE NATION'S ATTIC","PTKXRKLY MZ KWL CSKSHRF OTILO, NRPWTQJKSQ, YF, KWL FRCTKRE SB KWL XQTKLY PKRKLP WRP HRQZ HXPLXHP, HSQXHLQKP RQY CSTQKP SB TQKLOLPK, TQFEXYTQJ KWL ILOZ BXEE PHTKWPSQTRQ, NWTFW WRP MLLQ FREELY KWL QRKTSQ'P RKKTF",H is M.,Country Capital Cryptos
22,"KAMPALA IS THE CAPITAL OF UGANDA, LOCATED NEAR LAKE VICTORIA (ONE OF THE WORLD'S LARGEST FRESHWATER LAKES) AND WAS GIVEN ITS NAME BASED ON THE BRITISH PRONUNCIATION OF WORDS THAT MEAN THE HILL OF IMPALA, A KIND OF ANTELOPE","JRSFRYR QI GKB HRFQGRY CW ZVRLER, YCHRGBE LBRX YRJB DQHGCXQR (CLB CW GKB NCXYE'I YRXVBIG WXBIKNRGBX YRJBI) RLE NRI VQDBL QGI LRSB TRIBE CL GKB TXQGQIK FXCLZLHQRGQCL CW NCXEI GKRG SBRL GKB KQYY CW QSFRYR, R JQLE CW RLGBYCFB",D is V.,Country Capital Cryptos
23,"SANDWICHED BETWEEN THE BEAUTIFUL BLUE MOUNTAINS AND ONE OF THE WORLD'S LARGEST NATURAL HARBORS, KINGSTON IS THE CAPITAL OF JAMAICA AND IS A GREAT PLACE TO GET (IF YOU LIKE IT) THE HIGHLY SPICED PORK AND CHICKEN DISH CALLED ""JERK""","DXKNIFMGJN RJWIJJK WGJ RJXCWFYCA RACJ ESCKWXFKD XKN SKJ SY WGJ ISLAN'D AXLQJDW KXWCLXA GXLRSLD, TFKQDWSK FD WGJ MXOFWXA SY HXEXFMX XKN FD X QLJXW OAXMJ WS QJW (FY ZSC AFTJ FW) WGJ GFQGAZ DOFMJN OSLT XKN MGFMTJK NFDG MXAAJN ""HJLT""",H is J.,Country Capital Cryptos
24,"AT THE END OF A RECENT YEAR, A HUGE TSUNAMI SURPRISED A LOT OF PEOPLE WHO WERE ON A BEAUTIFUL VACATION IN MALE, THE CAPITAL OF THE MALDIVES, WHICH IS A GROUP OF LITTLE ATOLL ISLANDS ON CORAL REEFS SURROUNDED BY THE INDIAN OCEAN","VL LNA AQZ JK V EAUAQL WAVE, V NRIA LGRQVYS GREOESGAZ V HJL JK OAJOHA TNJ TAEA JQ V CAVRLSKRH XVUVLSJQ SQ YVHA, LNA UVOSLVH JK LNA YVHZSXAG, TNSUN SG V IEJRO JK HSLLHA VLJHH SGHVQZG JQ UJEVH EAAKG GREEJRQZAZ CW LNA SQZSVQ JUAVQ",I is G.,Country Capital Cryptos
25,"THERE ARE MANY WATER SOURCES NEAR AND WITHIN THE CITY OF MANAGUA, THE CAPITAL OF NICARAGUA, AND ON ITS NORTHERN EDGE, PRESERVED IN A GOVERNMENT ARCHAEOLOGICAL SITE, ARE FOOTPRINTS OF PEOPLE AND ANIMALS FLEEING A VOLCANO, THE OLDEST EVIDENCE OF HUMAN SETTLEMENT IN CENTRAL AMERICA","XCDGD HGD ZHET NHXDG BSRGQDB EDHG HEK NLXCLE XCD QLXT SM ZHEHYRH, XCD QHJLXHI SM ELQHGHYRH, HEK SE LXB ESGXCDGE DKYD, JGDBDGWDK LE H YSWDGEZDEX HGQCHDSISYLQHI BLXD, HGD MSSXJGLEXB SM JDSJID HEK HELZHIB MIDDLEY H WSIQHES, XCD SIKDBX DWLKDEQD SM CRZHE BDXXIDZDEX LE QDEXGHI HZDGLQH",N is W.,Country Capital Cryptos
26,"HAVING RECOVERED FROM A ROUGH HISTORY OF DEVASTATION, KIEV, THE CAPITAL OF UKRAINE, HAS EMERGED AS AN IMPORTANT CITY IN EASTERN EUROPE, AND, EVERY SPRING, MANY CHESTNUT TREES IN BLOOM BRING IT A GRACEFUL BEAUTY","UVHLKC DOYXHODOQ JDXR V DXICU ULBEXDT XJ QOHVBEVELXK, ZLOH, EUO YVGLEVF XJ IZDVLKO, UVB ORODCOQ VB VK LRGXDEVKE YLET LK OVBEODK OIDXGO, VKQ, OHODT BGDLKC, RVKT YUOBEKIE EDOOB LK SFXXR SDLKC LE V CDVYOJIF SOVIET",Z is K.,Country Capital Cryptos
27,"THERE'S A JUNGLE JUST A SHORT DRIVE FROM SUVA, THE CAPITAL OF FIJI, WHERE PEOPLE HIKE AMONG THE TALL FERNS AND VINES, AND OFF THE COAST, IN THE SOUTH PACIFIC, THERE ARE CORAL REEFS WHERE IT'S POSSIBLE TO SNORKEL WITH THE FABULOUS SEA LIFE","IMLGL'P C YDXNHL YDPI C PMBGI OGWRL KGBT PDRC, IML ZCQWICH BK KWYW, SMLGL QLBQHL MWEL CTBXN IML ICHH KLGXP CXO RWXLP, CXO BKK IML ZBCPI, WX IML PBDIM QCZWKWZ, IMLGL CGL ZBGCH GLLKP SMLGL WI'P QBPPWJHL IB PXBGELH SWIM IML KCJDHBDP PLC HWKL",T is M.,Country Capital Cryptos
28,"CYPRUS IS THE THIRD LARGEST ISLAND IN THE MEDITERRANEAN SEA, AND IS NOW MILITARILY DIVIDED INTO THE NORTHERN (TURKISH) AND SOUTHERN (GREEK) PARTS WITH NICOSIA, THE CAPITAL TO BOTH HALVES, SEPARATED BY THE ""GREEN LINE""","YWZIOM LM SPC SPLIT JNIXCMS LMJNGT LG SPC KCTLSCIINGCNG MCN, NGT LM GQR KLJLSNILJW TLHLTCT LGSQ SPC GQISPCIG (SOIBLMP) NGT MQOSPCIG (XICCB) ZNISM RLSP GLYQMLN, SPC YNZLSNJ SQ DQSP PNJHCM, MCZNINSCT DW SPC ""XICCG JLGC""",K is M.,Country Capital Cryptos
29,"A GRANITE HILL ABOVE HARARE, ZIMBABWE'S CAPITAL, GIVES A VIEW OF THE BUSTLING SOUTH AFRICAN CITY THAT INCLUDES A NATURAL PRESERVE WHICH IS HOME TO A VARIETY OF BIRDS AND ANIMALS SUCH AS GIRAFFES AND ZEBRAS","P LIPZNKT WNXX PRFBT WPIPIT, SNCRPRHT'E YPONKPX, LNBTE P BNTH FJ KWT RAEKXNZL EFAKW PJINYPZ YNKG KWPK NZYXAQTE P ZPKAIPX OITETIBT HWNYW NE WFCT KF P BPINTKG FJ RNIQE PZQ PZNCPXE EAYW PE LNIPJJTE PZQ STRIPE",S is Z.,Country Capital Cryptos
30,"IN THE EARLY TWENTIETH CENTURY, MENNONITE BRETHREN FROM CANADA WERE ATTRACTED TO ASUNCION, THE CAPITAL OF PARAGUAY, BY BUSINESS OPPORTUNITIES AND NOW THEY SUPPLY A LARGE PART OF THE COUNTRY'S DAIRY PRODUCTS","YL GZJ JQOPX GMJLGYJGZ AJLGROX, SJLLWLYGJ KOJGZOJL COWS AQLQTQ MJOJ QGGOQAGJT GW QHRLAYWL, GZJ AQDYGQP WC DQOQNRQX, KX KRHYLJHH WDDWOGRLYGYJH QLT LWM GZJX HRDDPX Q PQONJ DQOG WC GZJ AWRLGOX'H TQYOX DOWTRAGH",N is G.,Country Capital Cryptos
31,"SITUATED ATOP CLIFFS OVER THE VALLEYS AT THE CONFLUENCE OF TWO RIVERS, LUXEMBOURG CITY, THE CAPITAL OF THE GRAND DUCHY LUXEMBOURG (NEXT TO GERMANY) STARTED AS A MARKETPLACE WHERE TWO ROADS MET IN ROMAN TIMES AND IS NOW CONSIDERED TO BE ONE OF THE WEALTHIEST CITIES IN THE WORLD AND A BANKING CENTER","XNGBYGCU YGRF QONKKX RICH GZC IYOOCMX YG GZC QRTKOBCTQC RK GAR HNICHX, OBECSLRBHJ QNGM, GZC QYFNGYO RK GZC JHYTU UBQZM OBECSLRBHJ (TCEG GR JCHSYTM) XGYHGCU YX Y SYHWCGFOYQC AZCHC GAR HRYUX SCG NT HRSYT GNSCX YTU NX TRA QRTXNUCHCU GR LC RTC RK GZC ACYOGZNCXG QNGNCX NT GZC ARHOU YTU Y LYTWNTJ QCTGCH",W is K.,Country Capital Cryptos
32,"AS A TEENAGER, MY DAUGHTER FLEW WITH HER SCHOOL GROUP TO MOSCOW, THE CAPITAL OF RUSSIA, AND THEN THEY SPENT NEARLY A MONTH IN A TOWN TO THE NORTH NAMED UGLICH","JT J OZZAJDZM, CN UJIDQOZM XRZG GYOQ QZM THQLLR DMLIK OL CLTHLG, OQZ HJKYOJR LX MITTYJ, JAU OQZA OQZN TKZAO AZJMRN J CLAOQ YA J OLGA OL OQZ ALMOQ AJCZU IDRYHQ",C is M.,Country Capital Cryptos
33,"CARVED FROM A LARGE SOLID GREEN STONE, THE EMERALD BUDDHA IS HOUSED IN THE GRAND PALACE, FOR MANY YEARS THE HOME OF KINGS IN BANGKOK, THE CAPITAL OF THAILAND, A CITY THAT HAS A RIVER AND CANALS RUNNING THROUGH IT","IGBMNJ RBHY G FGBQN EHFDJ QBNNW EOHWN, OZN NYNBGFJ SCJJZG DE ZHCENJ DW OZN QBGWJ KGFGIN, RHB YGWL LNGBE OZN ZHYN HR UDWQE DW SGWQUHU, OZN IGKDOGF HR OZGDFGWJ, G IDOL OZGO ZGE G BDMNB GWJ IGWGFE BCWWDWQ OZBHCQZ DO",M is V.,Country Capital Cryptos
34,"CARNATIONS AND ROSES ARE FLOWERS THAT GROW ON A PLATEAU EAST OF THE ANDES IN BOGOTA, THE CAPITAL OF COLUMBIA, WHICH IS THE ONLY SOUTH AMERICAN COUNTRY WITH COASTLINE ON BOTH THE PACIFIC OCEAN AND THE CARIBBEAN SEA","TGNQGHSWQC GQK NWCLC GNL ZDWULNC HIGH RNWU WQ G JDGHLGX LGCH WZ HIL GQKLC SQ AWRWHG, HIL TGJSHGD WZ TWDXPASG, UISTI SC HIL WQDV CWXHI GPLNSTGQ TWXQHNV USHI TWGCHDSQL WQ AWHI HIL JGTSZST WTLGQ GQK HIL TGNSAALGQ CLG",V is Y.,Country Capital Cryptos
35,"PLACED IN THE GEOGRAPHIC CENTER OF NIGERIA TO BRING COHESION, ABUJA, THE CAPITAL, IS JUST SOUTH OF A MONOLITH ROCK FORMATION AND IS A PLANNED CITY THAT WAS BUILT WITH, UNLIKE ANYWHERE ELSE IN THE COUNTRY, SIDEWALKS","ZIHJLS BR KDL XLGXQHZDBJ JLRKLQ GC RBXLQBH KG YQBRX JGDLPBGR, HYTNH, KDL JHZBKHI, BP NTPK PGTKD GC H WGRGIBKD QGJA CGQWHKBGR HRS BP H ZIHRRLS JBKO KDHK UHP YTBIK UBKD, TRIBAL HROUDLQL LIPL BR KDL JGTRKQO, PBSLUHIAP",N is J.,Country Capital Cryptos
36,"NOW AN ARTISTIC, CULTURAL, CULINARY, AND ARCHITECTURAL CENTER, PARIS, THE CAPITAL OF FRANCE, IS SPLIT IN HALF BY THE SEINE RIVER, WHICH HAS AN ISLAND IN THE MIDDLE OF IT THAT WAS FIRST MADE HOME BY A FISHING TRIBE OVER TWO THOUSAND YEARS AGO","LYD CL CZRETREK, KIWRIZCW, KIWELCZB, CLF CZKJERXKRIZCW KXLRXZ, OCZET, RJX KCOERCW YS SZCLKX, ET TOWER EL JCWS NB RJX TXELX ZEHXZ, DJEKJ JCT CL ETWCLF EL RJX GEFFWX YS ER RJCR DCT SEZTR GCFX JYGX NB C SETJELQ RZENX YHXZ RDY RJYITCLF BXCZT CQY",Q is G.,Country Capital Cryptos
37,"THE NAME GUYANA MEANS ""LAND OF MANY RIVERS"" AND AT THE ESTUARY OF ONE IS THE COUNTRY'S CHIEF PORT AND CAPITAL CITY, GEORGETOWN, SITUATED BY THE ATLANTIC OCEAN COAST AND HOME TO A VICTORIAN CATHEDRAL THAT IS ONE OF THE WORLD'S TALLEST FREE-STANDING WOODEN BUILDINGS","OKT GIXT MPSIGI XTIGR ""BIGH AW XIGS CZNTCR"" IGH IO OKT TROPICS AW AGT ZR OKT JAPGOCS'R JKZTW EACO IGH JIEZOIB JZOS, MTACMTOAYG, RZOPIOTH QS OKT IOBIGOZJ AJTIG JAIRO IGH KAXT OA I NZJOACZIG JIOKTHCIB OKIO ZR AGT AW OKT YACBH'R OIBBTRO WCTT-ROIGHZGM YAAHTG QPZBHZGMR",Q is B.,Country Capital Cryptos
