11,"""SCBVHZMN QZMNVBE"" ACM NYZ GYJCMZ KMZQ NR XKMNVHE NYZ ZDGCBMVRB RH NYZ LRKBNJE HJRS MZC NR MZC NYCN NRRW GOCLZ AYVOZ XCSZM WBRD GROW ACM GJZMVQZBN.","""MANIFEST DESTINY"" WAS THE PHRASE USED TO JUSTIFY THE EXPANSION OF THE COUNTRY FROM SEA TO SEA THAT TOOK PLACE WHILE JAMES KNOX POLK WAS PRESIDENT.",D is X.,Presidents
12,"""LFO DLNCI JSO DMJOH"" WJVIJDH QJHFLD CJZM JS TSJNCNDJF RYMMVI JR J SMAFH MFMVQMO YDMRTOMSQ TS AITVI IM JOZLVJQMO QIM JOZJSVTSC RYTDTQ LK VTZTFTWJQTLS, GNQ ITR ATFFTSCSMRR QLAJDO FLKQH CLJFR AJR GDLNCIQ QL JS MSO AIMS IM OTMO JKQMD LSFH J HMJD JSO J IJFK TS LKKTVM.","""OLD ROUGH AND READY"" ZACHARY TAYLOR GAVE AN INAUGURAL SPEECH AS A NEWLY ELECTED PRESIDENT IN WHICH HE ADVOCATED THE ADVANCING SPIRIT OF CIVILIZATION, BUT HIS WILLINGNESS TOWARD LOFTY GOALS WAS BROUGHT TO AN END WHEN HE DIED AFTER ONLY A YEAR AND A HALF IN OFFICE.",W is Z.,Presidents
13,"ML HCZBCLV SYWL MODEST, ELYGA EQBG YG Z SQA JZEYG YG WYGALB SZNL JQOGCBT QW GLX TQBN, EOC DYSSZBV WYSSDQBL XLGC QG CQ ELJQDL UBLHYVLGC, CML SZHC DLDELB QW CML XMYA UZBCT CQ CZNL CML QWWYJL.","HE STARTED LIFE HUMBLY, BEING BORN IN A LOG CABIN IN FINGER LAKE COUNTRY OF NEW YORK, BUT MILLARD FILLMORE WENT ON TO BECOME PRESIDENT, THE LAST MEMBER OF THE WHIG PARTY TO TAKE THE OFFICE.",J is C.,Presidents
14,"OQL PYZNYHMD RGC RCYDXWHD NHLCPL OG KLPGZL NCLIHJLDO HDPWEJLJ Y KHGMCYNQT SCHOOLD KT, DYOQYDHLW QYSOQGCDL, SQGZ QL QYJ IOEJHLJ SHOQ YDJ MGOOLD OG XDGS HD PGWWLML.","THE CAMPAIGN FOR FRANKLIN PIERCE TO BECOME PRESIDENT INCLUDED A BIOGRAPHY WRITTEN BY, NATHANIEL HAWTHORNE, WHOM HE HAD STUDIED WITH AND GOTTEN TO KNOW IN COLLEGE.",X is K.,Presidents
15,"GR WRIRC YDCCORQ, GR CRZMHRQ BGR WLYOWDBOLW BL HRCIR DH D TMHBOKR LW BGR HMACRYR KLMCB, DWQ D GDAAU QDU ZLC TDYRH FMKGDWDW XDH XGRW GR NLB BL HBLA FROWN ACRHOQRWB DWQ YLIR LMB LZ BGR XGOBR GLMHR.","HE NEVER MARRIED, HE REFUSED THE NOMINATION TO SERVE AS A JUSTICE ON THE SUPREME COURT, AND A HAPPY DAY FOR JAMES BUCHANAN WAS WHEN HE GOT TO STOP BEING PRESIDENT AND MOVE OUT OF THE WHITE HOUSE.",T is J.,Presidents
16,"R GYUCCP-RG-R-TRUE YUJ ZTKX R GUXDEH OUEJHTCHGG SHWUCCUCW RCJ OUQV CK ZKTXRE HJBLRQUKC, RSTRVRX EUCLKEC WTHO BD QK SHLKXH RC VKCHGQ, HIBUQRSEH RCJ HEKIBHCQ DTHGUJHCQ, GRUJ SP GKXH DHKDEH QK VRNH SHHC QVH SHGQ OH'NH HNHT VRJ.","A SKINNY-AS-A-RAIL KID FROM A SIMPLE WILDERNESS BEGINNING AND WITH NO FORMAL EDUCATION, ABRAHAM LINCOLN GREW UP TO BECOME AN HONEST, EQUITABLE AND ELOQUENT PRESIDENT, SAID BY SOME PEOPLE TO HAVE BEEN THE BEST WE'VE EVER HAD.",Y is K.,Presidents
17,"GS MWU QLZUGHCKCH IO ULYC SL IC W NWKTC XLNNO, IDS MJGNC WZHKCM BLJZULZ MWU AKCUGHCZS JGU UCQKCSWKO LX USWSC WKKWZTCH SL YWRC W SKCWSO MGSJ KDUUGW WZH ADKQJWUC WNWURW XLK BDUS WILDS SML QCZSU WZ WQKC.","IT WAS CONSIDERED BY SOME TO BE A LARGE FOLLY, BUT WHILE ANDREW JOHNSON WAS PRESIDENT HIS SECRETARY OF STATE ARRANGED TO MAKE A TREATY WITH RUSSIA AND PURCHASE ALASKA FOR JUST ABOUT TWO CENTS AN ACRE.",R is K.,Presidents
18,"LMXMJ TRN XMLGVNMSH ZNVWDCG KRUS, AVAWJRNMGB, RQY GTV GSNUH RH ANSHMYSQG GV WJBHHSH H. DNRQG, RQY GCS UVQSB CS URYS KNVU GCS RWGVZMVDNRACB CS TNVGS RG GCS SQY VK CMH JMKS ARMY VKK HVUS YSZGH RQY ANVXMYSY KVN CMH KRUMJB.","CIVIL WAR VICTORIES BROUGHT FAME, POPULARITY, AND TWO TERMS AS PRESIDENT TO ULYSSES S. GRANT, AND THE MONEY HE MADE FROM THE AUTOBIOGRAPHY HE WROTE AT THE END OF HIS LIFE PAID OFF SOME DEBTS AND PROVIDED FOR HIS FAMILY.",L is C.,Presidents
19,"B XQIIDHUO SQEYGIDS VQZ YGI HGIADHCKHS XQHPABHS ABODE QZ IAD VAQID AKGED BE YHDEQSDZI, VADHD AQE VQCD PBHHQDS KGI AQE KHSDHE IK XBZ BUU UQWGKH BZS CHKJ VADHD AD HDIQHDS WGQDIUO BCIDH KZD IDHJ.","A BITTERLY DISPUTED WIN PUT RUTHERFORD BIRCHARD HAYES IN THE WHITE HOUSE AS PRESIDENT, WHERE HIS WIFE CARRIED OUT HIS ORDERS TO BAN ALL LIQUOR AND FROM WHERE HE RETIRED QUIETLY AFTER ONE TERM.",W is Q.,Presidents
20,"PJIJIWJPJR KN K NJOA-IKRJ IKH XLCM LHCJPJNCN KHR KECLCGRJ LH IKHT NGWQJVCN, QKIJN KWPKI ZKPALJOR VSGOR MKBJ WJJH K ZPJKC EPJNLRJHC, WGC XKN GHASPCGHKCJOT KNNKNNLHKCJR KACJP NJPBLHZ LH CMKC VKEKVLCT ASP SHOT ASGP ISHCMN.","REMEMBERED AS A SELF-MADE MAN WITH INTERESTS AND APTITUDE IN MANY SUBJECTS, JAMES ABRAM GARFIELD COULD HAVE BEEN A GREAT PRESIDENT, BUT WAS UNFORTUNATELY ASSASSINATED AFTER SERVING IN THAT CAPACITY FOR ONLY FOUR MONTHS.",B is V.,Presidents
21,"XLSYL FYGGTJT SL XVNRORT LTA EYHD AON RKT OGWO WORTH YZ FKTNRTH OGOL OHRKXH, AKY AON VHTNSITLR AKTL FYLJHTNN ZYHWTI OLI VONNTI GOAN RKOR FKOLJTI RKT OAOHISLJ YZ FSCSG NTHCSFT UYQN, WODSLJ SR QT QONTI YL WTHSR SLNRTOI YZ UXNR RKT NENRTW YZ VYGSRSFOG FYLLTFRSYLN RKOR SR KOI QTTL.","UNION COLLEGE IN UPSTATE NEW YORK WAS THE ALMA MATER OF CHESTER ALAN ARTHUR, WHO WAS PRESIDENT WHEN CONGRESS FORMED AND PASSED LAWS THAT CHANGED THE AWARDING OF CIVIL SERVICE JOBS, MAKING IT BE BASED ON MERIT INSTEAD OF JUST THE SYSTEM OF POLITICAL CONNECTIONS THAT IT HAD BEEN.",U is J.,Presidents
22,"VQ JNU LTZ QAWO XUZVHYZAL CTQ TNV VZUGZY LCQ AQA KQAVZKMLHGZ LZUSV CNV BUQGZU KWZGZWNAY, NAY TZ BNHAZY AQLQUHZLO JQU LTZ XQCZU QJ THV GZLQ XZA NAY LTZ SNAO LHSZV TZ MVZY HL.","SO FAR THE ONLY PRESIDENT WHO HAS SERVED TWO NON CONSECUTIVE TERMS WAS GROVER CLEVELAND, AND HE GAINED NOTORIETY FOR THE POWER OF HIS VETO PEN AND THE MANY TIMES HE USED IT.",W is L.,Presidents
23,"ZEKGNRKGZ XGPZYSYGJ OEKROZ PEDIL KSHG VEHGZ SCEDN CGXVSKRX TSJJRZEX CGOSDZG TG PSZ ZKSII NTGM'L ZSM TG PSZX'N CRQ GXEDQT NE WRII NTG TSN EW TRZ QJSXLYS, PTE'L SIZE CGGX YJGZRLGXN.","SOMETIMES NEWSPAPER COMICS WOULD MAKE JOKES ABOUT BENJAMIN HARRISON BECAUSE HE WAS SMALL THEY'D SAY HE WASN'T BIG ENOUGH TO FILL THE HAT OF HIS GRANDPA, WHO'D ALSO BEEN PRESIDENT.",H is K.,Presidents
24,"WFWK OCZPJC OCWYW TSL BZKOYZFWYLH SLLZBXSOWI TXOC OCXL IWBXLXZK, OCW CXJC ZKW (OCW OSQQWLO UZPKOSXK ZN IWKSQX KSOXZKSQ GSYV XK SQSLVS) TSL YWKSUWI SNOWY TXQQXSU UBVXKQWH TCXQW CW TSL GYWLXIWKO.","EVEN THOUGH THERE WAS CONTROVERSY ASSOCIATED WITH THIS DECISION, THE HIGH ONE (THE TALLEST MOUNTAIN OF DENALI NATIONAL PARK IN ALASKA) WAS RENAMED AFTER WILLIAM MCKINLEY WHILE HE WAS PRESIDENT.",J is G.,Presidents
25,"Q JLKKSM WLEMWWJBGQT, EOSWMWJS JWWBSFSNE JSQNRUSM HORNS OS HQB XJSBRMSTE EOQE EOS XWXLNQERWT WC SNI RT EORB PWLTEJZ OQM MHRTMNSM EW WTNZ Q CSH, BW OS SBEQVNRBOSM PWTBSJFQERWT GSQBLJSB EW VJRTK VQPI QTM XJWESPE BRUQVNS OSJMB WC EOSG RT EOS TWJEOHSBE.","A RUGGED OUTDOORSMAN, THEODORE ROOSEVELT REALIZED WHILE HE WAS PRESIDENT THAT THE POPULATION OF ELK IN THIS COUNTRY HAD DWINDLED TO ONLY A FEW, SO HE ESTABLISHED CONSERVATION MEASURES TO BRING BACK AND PROTECT SIZABLE HERDS OF THEM IN THE NORTHWEST.",U is Z.,Presidents
26,"RGWWGTK XLRTYE NTCN RTI QDHQZNGLATW GA NXTN XQ GI NXQ LAWS ZQYILA IL CTY RXL XTI, TCNQY IQYBGAJ T NQYK TI ZYQIGEQAN, JLAQ LA NL VQHLKQ HXGQC UOINGHQ LC NXQ IOZYQKQ HLOYN, XQ'E EYQTKN LC NXGI ULV IGAHQ XQ RTI T SLOAJ KTA TAE CLOAE GN KLYQ ITNGICSGAJ NXTA RXTN XQ EGE GA NXQ QDQHONGBQ VYTAHX LC JLBQYAKQAN.","WILLIAM HOWARD TAFT WAS EXCEPTIONAL IN THAT HE IS THE ONLY PERSON SO FAR WHO HAS, AFTER SERVING A TERM AS PRESIDENT, GONE ON TO BECOME CHIEF JUSTICE OF THE SUPREME COURT, HE'D DREAMT OF THIS JOB SINCE HE WAS A YOUNG MAN AND FOUND IT MORE SATISFYING THAN WHAT HE DID IN THE EXECUTIVE BRANCH OF GOVERNMENT.",D is X.,Presidents
27,"NCYW CJFTQCXYCZ ZBHZFIYX THJ LBTQX CH GCHJ, NBBJOBN NCQXBH XFOUFJ TX IOFXCJFHY YB IOCHZFYBH THJ YWFH YWF RHCYFJ XYTYFX, THJ NWCQF CH KBYW IQTZFX WF GTJF LOFTY ZBHYOCKRYCBHX, WF TQXB NTX RHTKQF YB TZZBGIQCXW TQQ WF'J FHUCXCBHFJ.","WITH IDEALISTIC CONCEPTS AND GOALS IN MIND, WOODROW WILSON SERVED AS PRESIDENT TO PRINCETON AND THEN THE UNITED STATES, AND WHILE IN BOTH PLACES HE MADE GREAT CONTRIBUTIONS, HE ALSO WAS UNABLE TO ACCOMPLISH ALL HE'D ENVISIONED.",R is U.,Presidents
28,"LSI DNYVL JYIVNGICL IXIWLIG PSIC PHQIC WHTXG OHLI (SI PRV JHJTXRY PNLS LSI XRGNIV), PRYYIC SRYGNCB RCG SNV RGQNCNVLYRLNHC XIDL RC TCDHYLTCRLI XIBRWK HD WHYYTJLNHC RCG VWRCGRX, RCG SNV VTGGIC GIRLS HC R LYNJ LH LSI PIVL ZIDHYI SNV LIYQ PRV HOIY, XIG LH R WHCLYHOIYVK RZHTL SNV PNDI'V JHVVNZXI NCOHXOIQICL NC LSRL IOICL.","THE FIRST PRESIDENT ELECTED WHEN WOMEN COULD VOTE (HE WAS POPULAR WITH THE LADIES), WARREN HARDING AND HIS ADMINISTRATION LEFT AN UNFORTUNATE LEGACY OF CORRUPTION AND SCANDAL, AND HIS SUDDEN DEATH ON A TRIP TO THE WEST BEFORE HIS TERM WAS OVER, LED TO A CONTROVERSY ABOUT HIS WIFE'S POSSIBLE INVOLVEMENT IN THAT EVENT.",Q is M.,Presidents
29,"MLSCJ BIZJ BXM LSZ XB EWUJXGLXQCJ, GXCRSW GIICSPTJ MXB X BIAY BKINJW ZXW IA AJM MIUPB, XWP PUO MSY MLI QUIETLY PSTWSYO QXGN YI YLJ IAASGJ MLJW LJ BJURJP XB KUJBSPJWY.","WHILE SOME SAW HIM AS UNREACHABLE, CALVIN COOLIDGE WAS A SOFT SPOKEN MAN OF FEW WORDS, AND DRY WIT WHO BROUGHT DIGNITY BACK TO THE OFFICE WHEN HE SERVED AS PRESIDENT.",N is K.,Presidents
30,"IQOU DQO HDRYX NKWXOD YWKHQOA KUA DQO ZWOKD AOTWOHHPRU OUHBOA IQPSO QOWCOWD QRRGOW IKH TWOHPAOUD, HRNO HKPA QO IKH DR CSKNO IQODQOW RW URD QO IKH KD JKBSD, TORTSO HDWBZZSOA DR JPUA IRWX KUA HBWGPGO ABWPUZ DQO WOHD RJ QPH DOWN.","WHEN THE STOCK MARKET CRASHED AND THE GREAT DEPRESSION ENSUED WHILE HERBERT HOOVER WAS PRESIDENT, SOME SAID HE WAS TO BLAME WHETHER OR NOT HE WAS AT FAULT, PEOPLE STRUGGLED TO FIND WORK AND SURVIVE DURING THE REST OF HIS TERM.",X is K.,Presidents
31,"UXAHAUI DJZ DZCAXSXI DEALS NDRS NDZ IHXQJK QVAJAQJI DYQGH WXDJLEAJ ZSEDJQ XQQISRSEH, HNS QJEO VSXIQJ SESUHSZ WQGX HACSI HQ HNS QWWAUS QW VXSIAZSJH DJZ NAI ESKDUO QW ZXDCDHAU UNDJKSI HQ YQHN ZQCSIHAU DJZ WQXSAKJ VQEAUASI.","CRITICS AND ADMIRERS ALIKE HAVE HAD STRONG OPINIONS ABOUT FRANKLIN DELANO ROOSEVELT, THE ONLY PERSON ELECTED FOUR TIMES TO THE OFFICE OF PRESIDENT AND HIS LEGACY OF DRAMATIC CHANGES TO BOTH DOMESTIC AND FOREIGN POLICIES.",Y is B.,Presidents
32,"XFNNI ZNBQFL CFH ZXW ZXJNZI ZXJNO YNWHJOWLZ KV ZXW BLJZWO HZFZWH, FLO FLKZXWN QFL CJZX ZXW HFQW LFQW PWGFQW VFQKBH CXWL ZXW GFPJL ZXFZ XW SJTWO JL FZ ZXW VKKZ KV QKBLZ HFJLZ XWSWLH CFH PBNJWO BLOWN SFTF VNKQ ZXW TKSGFLK'H WNBYZJKL.","HARRY TRUMAN WAS THE THIRTY THIRD PRESIDENT OF THE UNITED STATES, AND ANOTHER MAN WITH THE SAME NAME BECAME FAMOUS WHEN THE CABIN THAT HE LIVED IN AT THE FOOT OF MOUNT SAINT HELENS WAS BURIED UNDER LAVA FROM THE VOLCANO'S ERUPTION.",I is Y.,Presidents
33,"D GDGQ'Y ZHSADTH NKHQ D NSU WJZQ YKSY GNDCKY GSEDG HDUHQKJNHZ KSG ROUY WHXJPH LZHUDGHQY HSZADHZ YKSY IHSZ, SQG D'P UOZH KH QHEHZ FQHN YKSY S ADYYAH CDZA QSPHG ROADS MZJP PDQQHUJYS NJOAG CZJN OL YJ JQH GSI KDYXKKDFH NDYK KHZ WJIMZDHQG JQ YKH DQYHZUYSYH KDCKNSI UIUYHP YKSY KH KSG SOYKJZDTHG YKH XJQUYZOXYDJQ JM.","I DIDN'T REALIZE WHEN I WAS BORN THAT DWIGHT DAVID EISENHOWER HAD JUST BECOME PRESIDENT EARLIER THAT YEAR, AND I'M SURE HE NEVER KNEW THAT A LITTLE GIRL NAMED JULIA FROM MINNESOTA WOULD GROW UP TO ONE DAY HITCHHIKE WITH HER BOYFRIEND ON THE INTERSTATE HIGHWAY SYSTEM THAT HE HAD AUTHORIZED THE CONSTRUCTION OF.",X is C.,Presidents
34,"ZNETCHSPQXQ KNIGHTLY MPQ HYIPCPQXTHXPNC XN XML IOXMNSNRPKHS WPCRYNI NJ KHILSNX, HCY DMPSL ZNMC J. WLCCLYO DHQ H GTLQPYLCX DPXM PYLHSPQXPK MNGLQ JNT XML DNTSY, ML MHY HC ECJNTXECHXLSO QMNTX SPJL.","JOURNALISTS COMPARED HIS ADMINISTRATION TO THE MYTHOLOGICAL KINGDOM OF CAMELOT, AND WHILE JOHN F. KENNEDY WAS A PRESIDENT WITH IDEALISTIC HOPES FOR THE WORLD, HE HAD AN UNFORTUNATELY SHORT LIFE.",R is G.,Presidents
35,"CWDZM ZNGSHG TLDGME OHWGEHG CLE XAMEDSMGI, WDE CDQM ZLSN TDAS CHARMS SDZDUMGIZN HG L TMLBIDQDJLIDHG XAHUALV IWLI MGJHBALUMS IWM XZLGIDGU HQ CDZSQZHCMAE, LGS AMEIADJIDGU HQ OBGRNLASE LGS TDZZTHLASE, LZHGU WDUWCLNE DG LVMADJL.","WHILE LYNDON BAINES JOHNSON WAS PRESIDENT, HIS WIFE LADY BIRD WORKED DILIGENTLY ON A BEAUTIFICATION PROGRAM THAT ENCOURAGED THE PLANTING OF WILDFLOWERS, AND RESTRICTING OF JUNKYARDS AND BILLBOARDS, ALONG HIGHWAYS IN AMERICA.",V is M.,Presidents
36,"NC CLTCT YNC KHZLYIU'J TRICKY RLPHVPCSCLY RL YNC PRCYLGS XGI, GLT RSQIHPCT ICVGYRHLJ XRYN KNRLG, WZY XNCL IRKNGIT SRVNHZJC LROHL XGJ COQHJCT WU CPRTCLKC YNGY JNHXCT NRJ IHVC RL YNC XGYCIDGYC JKGLTGV, NC ICJRDLCT GJ QICJRTCLY.","HE ENDED THE COUNTRY'S DIRECT INVOLVEMENT IN THE VIETNAM WAR, AND IMPROVED RELATIONS WITH CHINA, BUT WHEN RICHARD MILHOUSE NIXON WAS EXPOSED BY EVIDENCE THAT SHOWED HIS ROLE IN THE WATERGATE SCANDAL, HE RESIGNED AS PRESIDENT.",U is Y.,Presidents
37,"NHVMUKV TZTJ ETHOS TDTLVTW VU THVMTJ UCCHLT, STJQDW CUJW NTOV CJUB ZHLT AJTGHWTOV VU AJTGHWTOV HO VMT BHWGV UC WUBTGVHL VKJBUHD, MHG OUBHOQVHUO EQGTW HO DQJST AQJV UO QO KOEDTBHGMTW LMQJQLVTJ.","WITHOUT EVER BEING ELECTED TO EITHER OFFICE, GERALD FORD WENT FROM VICE PRESIDENT TO PRESIDENT IN THE MIDST OF DOMESTIC TURMOIL, HIS NOMINATION BASED IN LARGE PART ON AN UNBLEMISHED CHARACTER.",N is W.,Presidents
38,"LAOHANCZ INL RNGJ NC ZJTHZNO KIJHJ IJ KOL O YJOCWA GOHSJH OCQ IOQ O GJHANRNBJH LATHJ, UOSJL JOHR VOHAJH UH. (IJ YHJGJHL XJNCZ VORRJQ UNSSD), KOL YHJLNQJCA AIHTWZI LTSJ QODL TG SOUTH QTSJLANV OCQ GTHJNZC VHNLNL, OCQ IOL ZTCJ TC AT KNC AIJ CTXJR YJOVJ YHNBJ.","STARTING HIS LIFE IN GEORGIA WHERE HE WAS A PEANUT FARMER AND HAD A FERTILIZER STORE, JAMES EARL CARTER JR. (HE PREFERS BEING CALLED JIMMY), WAS PRESIDENT THROUGH SOME DAYS OF MAJOR DOMESTIC AND FOREIGN CRISIS, AND HAS GONE ON TO WIN THE NOBEL PEACE PRIZE.",B is Z.,Presidents
39,"LJSIM USLMMTQR TQ WNSU NJ VNYTIU LQG SFIQ LZSTQR NQ SFI CMRTQR NJ FTU FILMS, MNQLWG ETWUNQ MILRLQ EIQS TQSN HNWTSTZU JMNV UIMYTQR LU RNYIMQNM NJ ZLWTJNMQTL FI VNYIG NQ SN GN SEN SIMVU LU L HNHCWLM HMIUTGIQS.","AFTER STARRING IN LOTS OF MOVIES AND THEN ACTING ON THE URGING OF HIS HEART, RONALD WILSON REAGAN WENT INTO POLITICS FROM SERVING AS GOVERNOR OF CALIFORNIA HE MOVED ON TO DO TWO TERMS AS A POPULAR PRESIDENT.",Y is V.,Presidents
