11,"""MANIFEST DESTINY"" WAS THE PHRASE USED TO JUSTIFY THE EXPANSION OF THE COUNTRY FROM SEA TO SEA THAT TOOK PLACE WHILE JAMES KNOX POLK WAS PRESIDENT.","""SCBVHZMN QZMNVBE"" ACM NYZ GYJCMZ KMZQ NR XKMNVHE NYZ ZDGCBMVRB RH NYZ LRKBNJE HJRS MZC NR MZC NYCN NRRW GOCLZ AYVOZ XCSZM WBRD GROW ACM GJZMVQZBN.",Clue: D is X.,Presidential Cryptograms
12,"""OLD ROUGH AND READY"" ZACHARY TAYLOR GAVE AN INAUGURAL SPEECH AS A NEWLY ELECTED PRESIDENT IN WHICH HE ADVOCATED THE ADVANCING SPIRIT OF CIVILIZATION, BUT HIS WILLINGNESS TOWARD LOFTY GOALS WAS BROUGHT TO AN END WHEN HE DIED AFTER ONLY A YEAR AND A HALF IN OFFICE.","""LFO DLNCI JSO DMJOH"" WJVIJDH QJHFLD CJZM JS TSJNCNDJF RYMMVI JR J SMAFH MFMVQMO YDMRTOMSQ TS AITVI IM JOZLVJQMO QIM JOZJSVTSC RYTDTQ LK VTZTFTWJQTLS, GNQ ITR ATFFTSCSMRR QLAJDO FLKQH CLJFR AJR GDLNCIQ QL JS MSO AIMS IM OTMO JKQMD LSFH J HMJD JSO J IJFK TS LKKTVM.",Clue: W is Z.,Presidential Cryptograms
13,"HE STARTED LIFE HUMBLY, BEING BORN IN A LOG CABIN IN FINGER LAKE COUNTRY OF NEW YORK, BUT MILLARD FILLMORE WENT ON TO BECOME PRESIDENT, THE LAST MEMBER OF THE WHIG PARTY TO TAKE THE OFFICE.","ML HCZBCLV SYWL MODEST, ELYGA EQBG YG Z SQA JZEYG YG WYGALB SZNL JQOGCBT QW GLX TQBN, EOC DYSSZBV WYSSDQBL XLGC QG CQ ELJQDL UBLHYVLGC, CML SZHC DLDELB QW CML XMYA UZBCT CQ CZNL CML QWWYJL.",Clue: J is C.,Presidential Cryptograms
14,"THE CAMPAIGN FOR FRANKLIN PIERCE TO BECOME PRESIDENT INCLUDED A BIOGRAPHY WRITTEN BY, NATHANIEL HAWTHORNE, WHOM HE HAD STUDIED WITH AND GOTTEN TO KNOW IN COLLEGE.","OQL PYZNYHMD RGC RCYDXWHD NHLCPL OG KLPGZL NCLIHJLDO HDPWEJLJ Y KHGMCYNQT SCHOOLD KT, DYOQYDHLW QYSOQGCDL, SQGZ QL QYJ IOEJHLJ SHOQ YDJ MGOOLD OG XDGS HD PGWWLML.",Clue: X is K.,Presidential Cryptograms
15,"HE NEVER MARRIED, HE REFUSED THE NOMINATION TO SERVE AS A JUSTICE ON THE SUPREME COURT, AND A HAPPY DAY FOR JAMES BUCHANAN WAS WHEN HE GOT TO STOP BEING PRESIDENT AND MOVE OUT OF THE WHITE HOUSE.","GR WRIRC YDCCORQ, GR CRZMHRQ BGR WLYOWDBOLW BL HRCIR DH D TMHBOKR LW BGR HMACRYR KLMCB, DWQ D GDAAU QDU ZLC TDYRH FMKGDWDW XDH XGRW GR NLB BL HBLA FROWN ACRHOQRWB DWQ YLIR LMB LZ BGR XGOBR GLMHR.",Clue: T is J.,Presidential Cryptograms
16,"A SKINNY-AS-A-RAIL KID FROM A SIMPLE WILDERNESS BEGINNING AND WITH NO FORMAL EDUCATION, ABRAHAM LINCOLN GREW UP TO BECOME AN HONEST, EQUITABLE AND ELOQUENT PRESIDENT, SAID BY SOME PEOPLE TO HAVE BEEN THE BEST WE'VE EVER HAD.","R GYUCCP-RG-R-TRUE YUJ ZTKX R GUXDEH OUEJHTCHGG SHWUCCUCW RCJ OUQV CK ZKTXRE HJBLRQUKC, RSTRVRX EUCLKEC WTHO BD QK SHLKXH RC VKCHGQ, HIBUQRSEH RCJ HEKIBHCQ DTHGUJHCQ, GRUJ SP GKXH DHKDEH QK VRNH SHHC QVH SHGQ OH'NH HNHT VRJ.",Clue: Y is K.,Presidential Cryptograms
17,"IT WAS CONSIDERED BY SOME TO BE A LARGE FOLLY, BUT WHILE ANDREW JOHNSON WAS PRESIDENT HIS SECRETARY OF STATE ARRANGED TO MAKE A TREATY WITH RUSSIA AND PURCHASE ALASKA FOR JUST ABOUT TWO CENTS AN ACRE.","GS MWU QLZUGHCKCH IO ULYC SL IC W NWKTC XLNNO, IDS MJGNC WZHKCM BLJZULZ MWU AKCUGHCZS JGU UCQKCSWKO LX USWSC WKKWZTCH SL YWRC W SKCWSO MGSJ KDUUGW WZH ADKQJWUC WNWURW XLK BDUS WILDS SML QCZSU WZ WQKC.",Clue: R is K.,Presidential Cryptograms
18,"CIVIL WAR VICTORIES BROUGHT FAME, POPULARITY, AND TWO TERMS AS PRESIDENT TO ULYSSES S. GRANT, AND THE MONEY HE MADE FROM THE AUTOBIOGRAPHY HE WROTE AT THE END OF HIS LIFE PAID OFF SOME DEBTS AND PROVIDED FOR HIS FAMILY.","LMXMJ TRN XMLGVNMSH ZNVWDCG KRUS, AVAWJRNMGB, RQY GTV GSNUH RH ANSHMYSQG GV WJBHHSH H. DNRQG, RQY GCS UVQSB CS URYS KNVU GCS RWGVZMVDNRACB CS TNVGS RG GCS SQY VK CMH JMKS ARMY VKK HVUS YSZGH RQY ANVXMYSY KVN CMH KRUMJB.",Clue: L is C.,Presidential Cryptograms
19,"A BITTERLY DISPUTED WIN PUT RUTHERFORD BIRCHARD HAYES IN THE WHITE HOUSE AS PRESIDENT, WHERE HIS WIFE CARRIED OUT HIS ORDERS TO BAN ALL LIQUOR AND FROM WHERE HE RETIRED QUIETLY AFTER ONE TERM.","B XQIIDHUO SQEYGIDS VQZ YGI HGIADHCKHS XQHPABHS ABODE QZ IAD VAQID AKGED BE YHDEQSDZI, VADHD AQE VQCD PBHHQDS KGI AQE KHSDHE IK XBZ BUU UQWGKH BZS CHKJ VADHD AD HDIQHDS WGQDIUO BCIDH KZD IDHJ.",Clue: W is Q.,Presidential Cryptograms
20,"REMEMBERED AS A SELF-MADE MAN WITH INTERESTS AND APTITUDE IN MANY SUBJECTS, JAMES ABRAM GARFIELD COULD HAVE BEEN A GREAT PRESIDENT, BUT WAS UNFORTUNATELY ASSASSINATED AFTER SERVING IN THAT CAPACITY FOR ONLY FOUR MONTHS.","PJIJIWJPJR KN K NJOA-IKRJ IKH XLCM LHCJPJNCN KHR KECLCGRJ LH IKHT NGWQJVCN, QKIJN KWPKI ZKPALJOR VSGOR MKBJ WJJH K ZPJKC EPJNLRJHC, WGC XKN GHASPCGHKCJOT KNNKNNLHKCJR KACJP NJPBLHZ LH CMKC VKEKVLCT ASP SHOT ASGP ISHCMN.",Clue: B is V.,Presidential Cryptograms
